City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Aksu,CN,41.1231,80.2644,26.55,51,33,5.08,scattered clouds
345,Tosya,TR,41.0155,34.0401,28.54,91,18,4.99,few clouds
346,Harlingen,US,26.1906,-97.6961,57.2,97,100,14.97,heavy intensity rain
347,Peru,US,40.7537,-86.0689,24.69,84,75,13.8,broken clouds
348,Yantal,RU,56.8471,105.2542,10.02,98,100,4.03,overcast clouds
349,Vardo,NO,70.3705,31.1107,24.78,80,75,16.11,broken clouds
350,Kupang,ID,-10.1667,123.5833,79.56,83,100,2.48,overcast clouds
351,Begoro,GH,6.3871,-0.3774,92.01,28,91,6.06,overcast clouds
352,Plettenberg Bay,ZA,-34.0527,23.3716,73.87,58,56,2.46,broken clouds
353,Nishihara,JP,26.1842,127.7558,68.05,75,75,17.27,broken clouds
354,Leshukonskoye,RU,64.8989,45.7622,12.79,94,90,7.83,overcast clouds
355,Sioux Lookout,CA,50.1001,-91.917,-1.82,77,75,4.61,broken clouds
356,Grand Gaube,MU,-20.0064,57.6608,82.8,76,47,5.99,scattered clouds
357,Vrangel,RU,42.7297,133.0839,18.39,61,0,8.88,clear sky
358,Warwick,US,41.7001,-71.4162,34.93,91,100,4.61,overcast clouds
359,Vizinga,RU,61.0749,50.1031,13.93,98,100,4.29,overcast clouds
360,Asbe Teferi,ET,9.0833,40.8667,69.73,52,82,9.71,broken clouds
361,Bambanglipuro,ID,-7.95,110.2833,65.61,85,100,5.17,overcast clouds
362,Humaita,BR,-7.5061,-63.0208,73.78,96,100,2.42,overcast clouds
363,Annecy-Le-Vieux,FR,45.9197,6.1439,46.98,42,0,11.5,clear sky
364,Washington,US,47.5001,-120.5015,47.44,86,70,2.95,broken clouds
365,Riyadh,SA,24.6877,46.7219,66.34,21,3,11.63,clear sky
366,Melhus,NO,63.2855,10.2781,37.08,89,80,3.69,broken clouds
367,Vokhtoga,RU,58.8147,41.0461,17.83,95,100,8.81,overcast clouds
368,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,50,0,5.75,clear sky
369,Russell,US,32.3502,-85.1999,47.37,69,100,4.61,overcast clouds
370,Dahuk,IQ,36.8695,42.994,44.67,60,5,2.64,clear sky
371,Iracoubo,GF,5.4802,-53.2011,81.14,79,76,9.33,broken clouds
372,Maldonado,UY,-34.6667,-54.9167,67.39,73,83,15.66,broken clouds
373,Kulhudhuffushi,MV,6.6221,73.07,80.31,71,51,10.63,broken clouds
374,Inuvik,CA,68.3499,-133.7218,-33.74,67,20,6.91,few clouds
375,Northam,GB,51.0333,-4.2167,54.91,96,100,15.46,overcast clouds
376,Roma,US,43.2128,-75.4557,30.09,79,0,9.22,clear sky
377,Zhangjiakou,CN,40.81,114.8794,17.69,51,65,5.01,light snow
378,Prosperidad,PH,10.5161,123.3064,68.52,94,31,6.89,scattered clouds
379,Coquimbo,CL,-29.9533,-71.3436,62.33,88,100,8.05,overcast clouds
380,Mehriz,IR,31.5917,54.4318,50.5,27,1,7.02,clear sky
381,Hare Bay,CA,48.8499,-54.0148,10.0,42,47,8.75,scattered clouds
382,Beruwala,LK,6.4788,79.9828,80.65,71,100,5.86,overcast clouds
383,Cervo,ES,43.6702,-7.4101,55.29,77,14,7.34,few clouds
384,College,US,64.8569,-147.8028,-4.41,78,100,0.0,haze
385,Corinto,GR,37.9407,22.9573,64.76,68,5,6.44,clear sky
386,Tadine,NC,-21.55,167.8833,78.71,90,98,9.64,overcast clouds
387,Ramgarh,IN,23.6333,85.5167,68.05,36,0,3.09,clear sky
388,Itaporanga,BR,-7.3044,-38.1503,93.92,36,77,3.65,broken clouds
389,Hurricane,US,37.1753,-113.2899,32.86,43,0,6.4,clear sky
390,Myrtle Beach,US,33.6891,-78.8867,46.02,91,100,9.22,light rain
391,Jogindarnagar,IN,31.9833,76.7667,47.55,63,4,7.56,clear sky
392,Aksarka,RU,66.5606,67.7975,0.54,93,100,8.34,overcast clouds
393,Umtata,ZA,-31.5889,28.7844,84.76,54,20,9.22,light rain
394,Rajpura,IN,30.4831,76.595,56.17,67,4,7.63,clear sky
395,Tiznit,MA,29.5833,-9.5,76.6,11,3,10.49,clear sky
396,Casablanca,MA,33.5928,-7.6192,79.02,64,0,4.61,clear sky
397,Moose Factory,CA,51.2585,-80.6094,-16.62,76,0,3.44,clear sky
398,Owando,CG,-0.4819,15.8999,100.54,15,11,2.01,few clouds
399,Amahai,ID,-3.3333,128.9167,79.16,84,79,3.29,broken clouds
400,Kalnibolotskaya,RU,46.0058,40.4568,36.05,88,100,9.44,overcast clouds
401,Oranjemund,NA,-28.55,16.4333,73.13,62,12,17.85,few clouds
402,Athabasca,CA,54.7169,-113.2854,30.61,77,100,8.97,overcast clouds
403,Nguruka,TZ,-5.1092,31.0419,74.8,72,67,2.08,light rain
404,Chitral,PK,35.8462,71.7858,29.41,71,15,5.66,few clouds
405,Inhambane,MZ,-23.865,35.3833,87.78,62,40,16.11,scattered clouds
406,Mersing,MY,2.4312,103.8405,73.31,100,98,5.75,heavy intensity rain
407,Whitianga,NZ,-36.8333,175.7,70.54,99,100,4.99,overcast clouds
408,North Bend,US,43.4065,-124.2243,43.86,100,40,3.44,scattered clouds
409,Mayumba,GA,-3.432,10.6554,81.34,80,44,9.26,light rain
410,Karonga,MW,-9.9333,33.9333,76.57,79,68,2.21,light rain
411,Leningradskiy,RU,69.3833,178.4167,-30.17,100,6,5.23,clear sky
412,Guerrero Negro,MX,27.9769,-114.0611,57.78,47,0,2.89,clear sky
413,Pangody,RU,65.85,74.4859,-7.87,97,78,9.64,broken clouds
414,Arang,IN,21.2,81.9667,73.72,22,16,4.52,few clouds
415,Njombe,TZ,-9.3333,34.7667,60.82,94,89,7.27,light rain
416,Codrington,AU,-38.2667,141.9667,63.91,63,0,11.92,clear sky
417,Jacmel,HT,18.2342,-72.5347,78.64,59,7,3.6,clear sky
418,Port Jervis,US,41.3751,-74.6927,32.83,88,100,2.1,overcast clouds
419,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.5,85,98,4.63,overcast clouds
420,Brae,GB,60.3964,-1.353,42.71,90,100,33.96,overcast clouds
421,Batemans Bay,AU,-35.7167,150.1833,65.1,90,90,5.57,overcast clouds
422,Berberati,CF,4.2612,15.7922,98.04,10,6,5.41,clear sky
423,Caravelas,BR,-17.7125,-39.2481,86.32,60,67,8.99,broken clouds
424,Opuwo,NA,-18.0607,13.84,76.93,54,99,3.29,light rain
425,Hobyo,SO,5.3505,48.5268,77.95,69,61,19.46,broken clouds
426,Nikki,BJ,9.9401,3.2108,95.74,9,26,5.91,scattered clouds
427,Acarau,BR,-2.8856,-40.12,85.44,64,96,10.63,overcast clouds
428,Tabas,IR,33.5959,56.9244,54.09,33,97,7.2,overcast clouds
429,Tocopilla,CL,-22.092,-70.1979,73.6,65,12,8.32,few clouds
430,Richards Bay,ZA,-28.783,32.0377,78.67,70,18,7.7,few clouds
431,Severnyy,RU,50.677,36.5532,33.84,93,100,11.18,light rain and snow
432,Baykit,RU,61.67,96.37,-4.18,96,100,3.83,overcast clouds
433,Sinnamary,GF,5.3833,-52.95,81.95,76,88,9.24,overcast clouds
434,Bandarbeyla,SO,9.4942,50.8122,76.23,69,60,16.69,broken clouds
435,Solnechnyy,RU,50.7214,136.6319,-8.25,97,71,3.29,broken clouds
436,Touba,CI,8.2833,-7.6833,94.3,11,88,6.33,overcast clouds
437,Khasan,RU,42.4308,130.6434,22.55,57,29,8.59,scattered clouds
438,Usinsk,RU,65.9939,57.5281,10.42,90,100,10.87,overcast clouds
439,Samana,DO,19.2056,-69.3369,75.42,94,20,0.0,few clouds
440,Warrnambool,AU,-38.3833,142.4833,64.81,72,0,11.45,clear sky
441,Sumkino,RU,58.1108,68.3244,10.17,91,25,8.9,scattered clouds
442,Sembe,CG,1.6481,14.5806,98.82,15,81,4.16,broken clouds
443,Marsh Harbour,BS,26.5412,-77.0636,74.5,67,0,10.49,clear sky
444,Chunoyar,RU,57.4467,97.3217,10.78,95,97,4.99,overcast clouds
445,Pisco,PE,-13.7,-76.2167,68.02,94,40,5.75,mist
446,Aksarayskiy,RU,46.7924,48.0119,33.75,92,86,3.04,overcast clouds
447,The Pas,CA,53.8251,-101.2541,10.42,85,100,8.05,overcast clouds
448,Valera,VE,9.3178,-70.6036,82.13,60,68,3.96,broken clouds
449,Malakal,SS,9.5334,31.6605,88.54,12,10,9.08,clear sky
450,Komsomolskiy,UZ,40.4272,71.7189,39.92,75,75,4.61,mist
451,Allende,MX,25.2833,-100.0167,51.57,78,100,4.0,overcast clouds
452,Guaruja,BR,-23.9931,-46.2564,78.4,57,100,2.3,mist
453,Honiara,SB,-9.4333,159.95,78.82,89,100,6.15,moderate rain
454,Marquette,US,46.5333,-87.6335,17.37,84,66,10.04,broken clouds
455,Hollister,US,36.8525,-121.4016,56.14,86,0,0.0,clear sky
456,Cherskiy,RU,68.75,161.3,-33.0,100,23,0.65,few clouds
457,Dubai,AE,25.2582,55.3047,72.21,49,20,16.11,few clouds
458,Mareeba,AU,-17.0,145.4333,72.32,91,67,1.45,broken clouds
459,Mao,ES,39.8885,4.2658,57.76,67,0,12.66,clear sky
460,Whitehorse,CA,60.7161,-135.0538,26.02,93,100,5.41,overcast clouds
461,Japura,ID,-0.3167,102.35,74.75,96,100,3.27,overcast clouds
462,Polonnaruwa,LK,7.9333,81.0,73.74,81,100,2.75,overcast clouds
463,Belleville,CA,44.1788,-77.3705,32.81,74,75,3.44,broken clouds
464,Coolum Beach,AU,-26.5333,153.1,70.11,80,50,1.01,scattered clouds
465,Sesheke,ZM,-17.4759,24.2968,75.0,77,79,6.87,moderate rain
466,Kismayo,SO,-0.3582,42.5454,79.29,78,6,19.3,clear sky
467,Nandu,CN,22.8525,110.8233,57.99,95,98,4.59,overcast clouds
468,Novikovo,RU,51.1537,37.8879,33.39,98,100,13.47,snow
469,Bilma,NE,18.6853,12.9164,80.19,7,0,14.94,clear sky
470,Pavlodar,KZ,52.3,76.95,4.8,85,0,8.95,clear sky
471,Aykhal,RU,66.0,111.5,-17.91,99,99,7.2,overcast clouds
472,Sumbe,AO,-11.2061,13.8437,80.6,69,40,6.91,scattered clouds
473,Nieuw Amsterdam,SR,5.8833,-55.0833,86.02,73,40,11.5,scattered clouds
474,Nadvoitsy,RU,63.8667,34.3167,22.37,94,100,8.84,overcast clouds
475,Yumen,CN,40.2833,97.2,20.05,54,33,11.77,scattered clouds
476,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,24,0,3.44,clear sky
477,Kilimatinde,TZ,-5.85,34.95,66.9,86,100,3.71,overcast clouds
478,Baruun-Urt,MN,46.6806,113.2792,3.67,91,15,7.2,few clouds
479,Ploemeur,FR,47.7333,-3.4333,55.99,89,75,6.91,broken clouds
480,Alexandria,EG,31.2156,29.9553,66.74,72,0,10.36,clear sky
481,Surt,LY,31.2089,16.5887,63.57,45,99,5.12,overcast clouds
482,Taitung,TW,22.7583,121.1444,69.71,88,99,4.23,overcast clouds
483,Pascagoula,US,30.3658,-88.5561,44.62,83,75,3.44,broken clouds
484,Ciudad Bolivar,VE,8.1222,-63.5497,88.59,45,25,11.97,scattered clouds
485,Corrales,US,35.2378,-106.6067,30.06,70,0,0.0,clear sky
486,Kaele,CM,10.1092,14.4508,91.56,8,6,8.28,clear sky
487,Sainte-Suzanne,RE,-20.9061,55.6089,82.62,82,20,14.97,light rain
488,Toguchin,RU,55.2353,84.3858,-5.06,100,49,2.44,scattered clouds
489,Bayevo,RU,53.2833,80.7667,4.53,90,84,6.6,broken clouds
490,Sennoy,RU,52.1509,46.9631,6.87,99,24,2.24,few clouds
491,Saint-Pierre,RE,-21.3393,55.4781,82.08,78,100,5.75,overcast clouds
492,Da Nang,VN,16.0678,108.2208,75.18,83,40,1.14,scattered clouds
493,Sikonge,TZ,-5.6333,32.7667,71.53,78,82,6.78,light rain
494,Bay Roberts,CA,47.5999,-53.2648,18.34,68,19,5.01,few clouds
495,Formosa,AR,-26.1775,-58.1781,78.78,34,0,11.5,clear sky
496,Ovalle,CL,-30.5983,-71.2003,77.09,51,0,5.79,clear sky
497,Cabo San Lucas,MX,22.8909,-109.9124,63.52,75,0,1.86,clear sky
498,Mount Vernon,US,40.9126,-73.8371,35.74,89,100,6.91,mist
499,Kassala,SD,15.451,36.4,83.62,21,55,10.16,broken clouds
500,Porto Santo,PT,33.072,-16.3415,66.11,72,75,14.97,broken clouds
501,Evensk,RU,61.95,159.2333,-2.49,70,25,8.25,scattered clouds
502,Oksfjord,NO,70.2396,22.3479,28.58,88,98,8.1,overcast clouds
503,Mitsamiouli,KM,-11.3847,43.2844,84.49,79,40,5.75,light rain
504,Xiongyue,CN,40.1774,122.1228,22.53,56,100,1.28,overcast clouds
505,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,75,0.0,broken clouds
506,Port Blair,IN,11.6667,92.75,78.64,78,54,11.43,broken clouds
507,Kumluca,TR,36.3703,30.2869,53.91,79,59,3.0,broken clouds
508,Encheng,CN,22.1839,112.3026,60.96,70,97,5.08,overcast clouds
509,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,77,0,12.03,clear sky
510,Terek,RU,43.4833,44.1361,39.42,66,25,6.08,scattered clouds
511,Akdepe,TM,42.0551,59.3788,39.29,51,18,7.52,few clouds
512,Tchibanga,GA,-2.85,11.0333,84.65,65,58,2.51,light rain
513,Porbandar,IN,21.6422,69.6093,70.48,64,0,11.79,clear sky
514,Kitimat,CA,54.0524,-128.6534,41.38,29,100,1.01,light rain
515,Borba,BR,-4.3878,-59.5939,85.48,67,100,1.03,overcast clouds
516,Mount Isa,AU,-20.7333,139.5,74.97,73,100,10.36,overcast clouds
517,Allonnes,FR,47.9674,0.1581,55.78,50,75,4.61,broken clouds
518,Talara,PE,-4.5772,-81.2719,81.36,54,0,8.05,clear sky
519,San Jose,US,37.3394,-121.895,54.59,62,20,1.01,few clouds
520,Asau,RO,46.4333,26.4,46.96,65,100,7.31,overcast clouds
521,Mahajanga,MG,-15.7167,46.3167,86.02,74,40,11.5,scattered clouds
522,Sosnovka,RU,56.255,51.2842,16.16,98,99,2.73,overcast clouds
523,La Ronge,CA,55.1001,-105.2842,25.05,86,0,5.75,clear sky
524,Emirdag,TR,39.0197,31.15,44.94,82,64,5.93,broken clouds
525,Thunder Bay,CA,48.4001,-89.3168,-1.44,81,20,4.61,few clouds
526,Chifeng,CN,42.2683,118.9636,18.55,53,62,6.4,broken clouds
527,Ust-Kuyga,RU,70.0167,135.6,-43.73,100,99,3.31,overcast clouds
528,Kargil,IN,34.5667,76.1,6.58,91,99,5.64,light snow
529,Alice Springs,AU,-23.7,133.8833,69.35,73,0,4.61,clear sky
530,Tari,NG,12.4086,4.4914,94.01,9,0,10.54,clear sky
531,Pozo Colorado,PY,-23.4923,-58.7972,82.56,34,0,7.85,clear sky
532,Poronaysk,RU,49.2167,143.1167,-2.04,94,43,5.39,scattered clouds
533,Zhoucheng,CN,35.9122,116.3117,38.71,30,100,4.72,overcast clouds
534,Churapcha,RU,62.0025,132.4325,-35.93,100,81,2.15,broken clouds
535,Ipixuna,BR,-1.7625,-48.8043,84.15,72,67,2.57,broken clouds
536,Mpika,ZM,-11.8343,31.4529,64.58,88,99,9.15,light rain
537,Akyab,MM,20.15,92.9,68.25,58,15,16.35,few clouds
538,Rantauprapat,ID,2.1,99.8333,73.38,97,100,1.99,heavy intensity rain
539,Rio Grande,BR,-32.035,-52.0986,77.11,50,4,19.37,clear sky
540,Puerto Penasco,MX,31.3167,-113.5333,58.12,33,0,13.67,clear sky
541,Faanui,PF,-16.4833,-151.75,81.25,75,98,18.16,overcast clouds
542,Makakilo City,US,21.3469,-158.0858,71.92,71,0,13.8,clear sky
543,Palmer,US,42.1584,-72.3287,31.86,87,100,0.0,mist
544,Yerbogachen,RU,61.2767,108.0108,-25.56,100,100,3.56,overcast clouds
545,Azle,US,32.8951,-97.5459,39.94,77,0,8.05,clear sky
546,Mount Pleasant,US,32.7941,-79.8626,43.09,97,100,9.22,overcast clouds
547,Waipawa,NZ,-41.4122,175.5153,59.63,95,100,5.19,overcast clouds
548,La Crosse,US,43.8014,-91.2396,8.51,77,0,3.0,clear sky
549,Rawson,AR,-43.3002,-65.1023,83.19,22,0,17.94,clear sky
550,La Asuncion,VE,11.0333,-63.8628,82.13,78,91,13.8,overcast clouds
551,Benton Harbor,US,42.1167,-86.4542,29.48,83,100,11.01,haze
552,Mbandaka,CD,0.0487,18.2603,93.6,22,4,4.14,clear sky
553,Havelock,US,34.8791,-76.9013,47.98,89,100,12.66,overcast clouds
554,Neokhorion,GR,41.1833,23.25,57.07,80,100,0.96,overcast clouds
555,Bonfim,BR,3.0833,-59.95,88.16,50,97,6.35,overcast clouds
556,Newton,US,42.337,-71.2092,35.4,87,100,1.01,mist
557,Kokopo,PG,-4.352,152.2633,78.75,82,100,6.02,overcast clouds
558,Gorontalo,ID,0.5412,123.0595,74.17,91,93,3.49,overcast clouds
559,Aitape,PG,-3.1374,142.3475,78.51,84,100,1.59,overcast clouds
560,La Rioja,ES,42.25,-2.5,55.31,67,91,8.5,overcast clouds
561,Moerai,PF,-22.4333,-151.3333,79.52,76,73,15.46,broken clouds
562,Qasigiannguit,GL,68.8193,-51.1922,8.85,95,100,16.98,light snow
563,Uyar,RU,55.81,94.3153,11.01,93,100,10.11,overcast clouds
564,Namtsy,RU,62.7161,129.6658,-25.49,100,99,2.17,overcast clouds
565,Ohafia,NG,5.6167,7.8333,98.94,10,19,4.52,few clouds
566,Kingaroy,AU,-26.5333,151.8333,60.84,88,0,3.44,clear sky
567,Wahpeton,US,46.2652,-96.6059,8.94,78,75,14.97,broken clouds
568,Broome,US,42.2506,-75.833,30.36,80,0,8.01,clear sky
569,Pringsewu,ID,-5.3582,104.9744,74.5,94,100,2.3,overcast clouds
570,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,86,40,34.52,snow
571,Batagay-Alyta,RU,67.8006,130.4114,-28.75,95,99,4.76,overcast clouds
572,Udachnyy,RU,66.4167,112.4,-19.5,100,99,4.47,overcast clouds
573,Camacha,PT,33.0833,-16.3333,63.36,72,75,14.97,broken clouds
574,Mokhsogollokh,RU,61.4681,128.9203,-28.84,100,100,2.33,overcast clouds
575,Walvis Bay,NA,-22.9575,14.5053,86.95,45,0,16.11,clear sky
576,Okahandja,NA,-21.9833,16.9167,82.83,36,76,9.75,broken clouds
577,Jumla,NP,29.2747,82.1838,30.42,91,7,5.68,clear sky
578,Castelo Do Piaui,BR,-5.3222,-41.5525,92.43,43,61,0.54,broken clouds
579,Londa,IN,15.4691,74.5191,74.53,88,70,4.83,broken clouds
580,Inta,RU,66.0317,60.1659,3.49,90,100,5.48,overcast clouds
581,Mansfield,GB,53.1333,-1.2,48.78,90,73,5.99,broken clouds
582,Laguna,US,38.421,-121.4238,53.42,89,0,4.61,clear sky
583,Nizhnyaya Poyma,RU,56.1622,97.1933,9.88,96,99,5.86,overcast clouds
584,Adelaide,AU,-34.9333,138.6,82.29,27,0,19.57,clear sky
585,Lamar,US,33.6668,-95.5836,38.35,80,0,5.75,clear sky
586,Nyuksenitsa,RU,60.4128,44.2397,9.73,97,73,5.41,broken clouds
587,Fort Beaufort,ZA,-32.7748,26.6338,89.71,32,0,17.49,clear sky
588,Bonavista,CA,48.6499,-53.1147,17.11,50,16,10.96,few clouds
589,Jalingo,NG,8.8833,11.3667,98.65,9,7,9.42,clear sky
590,Belmonte,BR,-15.8631,-38.8828,86.5,63,21,9.22,few clouds
591,Acari,PE,-15.4311,-74.6158,79.09,62,33,8.41,scattered clouds
592,Lucknow,IN,26.85,80.9167,60.78,82,0,0.0,haze
593,Salinas,US,36.6777,-121.6555,56.97,65,0,8.05,clear sky
594,Urengoy,RU,65.9667,78.3667,-23.62,100,66,4.72,broken clouds
595,Yaan,NG,7.3833,8.5667,99.21,9,42,8.84,scattered clouds
596,Chester,US,40.1254,-75.8749,32.5,88,100,1.01,overcast clouds
597,Dauriya,RU,49.9333,116.8667,-8.28,100,88,1.25,overcast clouds
598,Rusape,ZW,-18.5278,32.1284,68.83,66,90,10.36,overcast clouds
599,Mandera,KE,3.9366,41.867,94.55,18,53,14.58,broken clouds
600,Anadyr,RU,64.75,177.4833,-23.3,76,0,8.95,clear sky
601,Aden,YE,12.7794,45.0367,78.28,68,84,12.26,broken clouds
602,Bull Savanna,JM,17.8868,-77.5902,78.03,58,48,4.14,scattered clouds
603,Vao,NC,-22.6667,167.4833,80.17,86,84,18.57,broken clouds
604,Veraval,IN,20.9,70.3667,69.71,65,3,10.63,clear sky
605,Kaeo,NZ,-35.1,173.7833,74.32,98,99,5.91,overcast clouds
606,Iwaki,JP,37.05,140.8833,35.02,63,68,4.0,broken clouds
607,Bollnas,SE,61.3482,16.3946,33.39,79,9,6.93,clear sky
608,Letlhakane,BW,-21.4167,25.5833,87.24,22,64,9.62,broken clouds
609,Yeniseysk,RU,58.4497,92.1703,7.05,98,92,4.45,overcast clouds
610,Hemnesberget,NO,66.2333,13.6333,37.51,88,97,4.47,overcast clouds
611,Timmins,CA,48.4669,-81.3331,4.82,85,100,5.75,light snow
612,Ilukste,LV,55.9775,26.2966,33.08,96,100,16.31,snow
613,Tual,ID,-5.6667,132.75,83.48,69,41,1.95,scattered clouds
614,Namanga,KE,-2.5433,36.7905,77.13,45,99,5.75,overcast clouds
615,Santa Maria,BR,-29.6842,-53.8069,70.9,49,20,8.05,few clouds
616,Stokmarknes,NO,68.5646,14.9108,32.49,93,75,1.14,broken clouds
617,Ust-Maya,RU,60.4167,134.5333,-31.95,100,94,0.76,overcast clouds
618,Warrington,GB,53.3925,-2.5802,55.85,85,75,10.36,broken clouds
619,Puro,PH,12.4841,123.3827,77.5,87,25,12.1,scattered clouds
620,Wukari,NG,7.85,9.7833,99.57,8,89,9.26,overcast clouds
621,Esso,RU,55.9333,158.7,10.06,94,100,3.56,overcast clouds
622,Namatanai,PG,-3.6667,152.4333,80.04,83,100,3.6,light rain
623,Ekhabi,RU,53.5102,142.9671,10.54,94,100,19.04,light snow
624,Hami,CN,42.8,93.45,26.89,36,9,1.77,clear sky
625,Mae Sai,TH,20.4335,99.8762,67.89,90,1,2.66,clear sky
626,Kungurtug,RU,50.5994,97.5228,-2.97,94,99,1.66,overcast clouds
627,Kununurra,AU,-15.7667,128.7333,76.98,94,75,5.75,moderate rain
628,Ustye,RU,59.6304,39.736,16.54,95,100,9.98,overcast clouds
629,San Policarpo,PH,12.1791,125.5072,79.63,84,71,17.25,broken clouds
630,Benin,BJ,9.5,2.25,98.24,9,68,5.57,broken clouds
631,Ulaangom,MN,49.9811,92.0667,-26.45,95,93,3.31,overcast clouds
632,Bahia Blanca,AR,-38.7196,-62.2724,73.35,40,0,3.38,clear sky
633,Pontianak,ID,-0.0333,109.3333,78.78,88,40,3.44,scattered clouds
634,Ferrol,ES,43.4832,-8.2369,60.35,79,6,15.28,clear sky
635,Conde,BR,-7.2597,-34.9075,87.26,51,20,9.22,few clouds
636,Denpasar,ID,-8.65,115.2167,82.06,78,40,9.22,scattered clouds
637,Williston,US,48.147,-103.618,37.81,74,24,1.99,few clouds
638,Damavand,IR,35.7178,52.065,37.24,76,26,4.29,scattered clouds
639,Port Hardy,CA,50.6996,-127.4199,45.75,93,100,4.61,light intensity shower rain
640,Gainesville,US,29.6516,-82.3248,46.11,100,100,6.91,overcast clouds
641,Alofi,NU,-19.0595,-169.9187,73.29,100,100,1.14,light intensity shower rain
642,Atar,MR,20.5169,-13.0499,90.79,6,95,9.93,overcast clouds
643,Moyale,KE,3.5167,39.0584,85.84,19,83,17.4,broken clouds
644,Lake City,US,30.1897,-82.6393,44.64,100,100,4.61,mist
645,Umm Lajj,SA,25.0213,37.2685,72.25,50,0,20.36,clear sky
646,Ahuimanu,US,21.4447,-157.8378,73.11,74,20,13.8,few clouds
647,Takoradi,GH,4.8845,-1.7554,84.4,67,66,12.41,broken clouds
648,Brisbane,AU,-27.4679,153.0281,68.63,83,0,8.05,clear sky
649,Honningsvag,NO,70.9821,25.9704,26.35,74,0,25.32,clear sky
650,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,73,20,10.36,few clouds
651,Tutoia,BR,-2.7619,-42.2744,89.58,64,68,11.14,broken clouds
652,Ust-Tsilma,RU,65.441,52.1498,15.01,93,100,7.65,overcast clouds
653,Ewa Beach,US,21.3156,-158.0072,73.35,70,0,13.8,clear sky
654,Peterhead,GB,57.5058,-1.7981,50.4,78,100,18.37,overcast clouds
655,Bullhead City,US,35.1478,-114.5683,56.86,27,0,19.57,clear sky
656,Petrokamenskoye,RU,57.716,60.6484,-2.56,100,99,3.71,overcast clouds
657,Karratha,AU,-20.7377,116.8463,84.33,79,92,8.66,overcast clouds
658,Guilin,CN,25.2819,110.2864,42.91,84,93,10.87,overcast clouds
659,Shubarkuduk,KZ,49.1447,56.4872,19.94,97,100,3.69,light snow
660,Safford,US,32.834,-109.7076,42.12,51,0,6.89,clear sky
661,Maningrida,AU,-12.0667,134.2667,80.17,83,100,5.86,overcast clouds
662,Denison,US,33.7557,-96.5367,40.08,71,0,7.0,clear sky
663,Nuuk,GL,64.1835,-51.7216,5.61,85,100,16.11,light snow
664,Williams Lake,CA,52.1415,-122.1445,40.57,56,75,3.44,broken clouds
665,Priargunsk,RU,50.3691,119.1012,-18.27,100,77,1.39,broken clouds
666,Caucaia,BR,-3.7361,-38.6531,87.75,70,75,11.5,broken clouds
667,Drogheda,IE,53.7189,-6.3478,53.19,79,100,21.21,overcast clouds
668,Silver City,US,32.7701,-108.2803,33.67,57,0,5.75,clear sky
669,Helong,CN,42.5397,128.9972,8.67,92,11,4.94,few clouds
670,Shenjiamen,CN,29.9576,122.298,43.48,86,100,16.4,overcast clouds
671,Nadym,RU,65.5333,72.5167,-5.13,94,83,12.73,broken clouds
672,Poum,NC,-20.2333,164.0167,81.05,86,100,27.2,overcast clouds
673,Helena,US,46.5927,-112.0361,33.98,63,0,5.75,clear sky
674,Korcula,HR,42.9622,17.1369,41.56,63,100,24.67,overcast clouds
675,Gari,RU,59.4307,62.3497,2.91,98,86,5.37,overcast clouds
676,Dongsheng,CN,39.8161,109.9776,17.71,36,17,3.04,few clouds
677,Skibbereen,IE,51.55,-9.2667,55.11,84,100,18.23,overcast clouds
678,Illela,NG,13.7292,5.2975,91.0,7,0,14.18,clear sky
679,Nanortalik,GL,60.1432,-45.2371,13.41,73,100,48.07,overcast clouds
680,Thongwa,MM,16.7619,96.5278,74.03,58,6,7.85,clear sky
681,Fengzhen,CN,40.4394,113.1536,18.3,31,40,2.64,scattered clouds
682,Kutum,SD,14.2,24.6667,72.41,9,1,10.69,clear sky
683,Raudeberg,NO,61.9875,5.1352,40.19,89,100,5.99,overcast clouds
684,Uva,RU,56.9908,52.1852,17.47,98,100,1.9,light snow
685,Valparaiso,CL,-33.0393,-71.6273,64.47,89,100,3.44,fog
686,Miyazu,JP,35.5333,135.1833,32.92,94,100,1.32,light snow
687,Abidjan,CI,5.3094,-4.0197,78.76,89,75,12.66,thunderstorm
688,Tshikapa,CD,-6.4167,20.8,85.6,62,77,4.72,broken clouds
689,Sabaudia,IT,41.3003,13.0282,62.64,62,25,13.42,scattered clouds
690,Beloha,MG,-25.1667,45.05,82.94,64,100,15.37,overcast clouds
691,Bandar-E Lengeh,IR,26.5579,54.8807,71.71,43,0,13.8,clear sky
692,Ossora,RU,59.2353,163.0719,7.12,92,99,8.95,overcast clouds
693,Hamilton,US,39.1834,-84.5333,33.4,86,75,5.75,broken clouds
694,Flin Flon,CA,54.7682,-101.865,12.04,85,75,9.22,broken clouds
