City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
666,Caucaia,BR,87.75,broken clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
680,Thongwa,MM,74.03,clear sky,16.7619,96.5278,Mhaw Wun Marlar Park
682,Kutum,SD,72.41,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
685,Valparaiso,CL,64.47,fog,-33.0393,-71.6273,Hotel Ultramar
687,Abidjan,CI,78.76,thunderstorm,5.3094,-4.0197,ibis Abidjan Plateau
688,Tshikapa,CD,85.6,broken clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
689,Sabaudia,IT,62.64,scattered clouds,41.3003,13.0282,Oasi di Kufra
691,Bandar-E Lengeh,IR,71.71,clear sky,26.5579,54.8807,کافی نت پارس
698,Sao Felix Do Xingu,BR,82.2,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
701,Ellisras,ZA,92.7,clear sky,-23.6649,27.7443,Lapa le le guesthouse
